,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
108,"Una chica de nombre Chrissie abandona una fiesta nocturna en una playa de la localidad de Amity Island[5]​ para ir a bañarse desnuda en el mar. Tras acercarse nadando a una boya, es atacada por una fuerza que no se ve, arrastrada por el agua entre gritos y finalmente desaparece de la superficie.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.19235153694659857,False
109,"La película se desarrolla en el año de 1932, durante la gran depresión. Los productores de Broadway, Jones (Robert McWade) y Barry (Ned Parks), deciden presentar el show musical titulado Pretty Lady, con la actuación estelar de la bellísima Dorothy Brock (Bebe Daniels). El protector de Dorothy, un industrial de nombre Abner Dillon (Guy Kibbee) es el principal inversor de la obra.  Sin embargo, mientras Dorothy conserva la relación con Dillon, secretamente se ve con su amante y compañero de espectáculo, Pat Denning (George Brent).",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,1.0,False
110,"Jamal explica que, mientras que al menos la pregunta sobre la estrella de Bollywood Amitabh Bachchan era muy fácil, conocía las respuestas de la mayor parte de las preguntas por casualidad, debido a lo que le había sucedido en su vida, transmitida en una serie de flashbacks en los que se documentan los detalles de su infancia. Los recuerdos incluyen escenas sobre cómo había obtenido el autógrafo de Bachchan, la muerte de su madre durante un acto de violencia de parte de los hindúes contra los musulmanes; y la amistad de él y de su hermano Salim con una niña llamada Latika (Rubina Ali). Se refiere a Salim y a sí mismo como Athos y Porthos, y a Latika como la tercera de Los tres mosqueteros, pese a que no conoce el nombre de este último.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.38968859614419504,False
111,"Marty (Ernest Borgnine) es un carnicero italonorteamericano que convive en el barrio neoyorquino del Bronx junto a su posesiva madre (Esther Minciotti). Soltero a sus casi cuarenta años, su timidez y torpeza con las mujeres le hace creer que nunca iniciará una relación amorosa. Por insistencia de su madre, sale una noche para bailar y conoce a Clara (Betsy Blair), una profesora tan insegura y tímida como él, surgiendo un romance que es desaprobado tanto por la madre de Marty como por sus amigos.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.24320352116959687,False
112,"Situada en Pittsburgh en los años 50, un exjugador de béisbol de la liga para negros, que ahora trabaja como recolector de residuos, lucha por mantener a su familia y llegar a un acuerdo con los acontecimientos de su vida.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.17855353282877262,False
113,"En mayo de 1536, justo después de la ejecución de su segunda mujer, Ana Bolena (Merle Oberon), Enrique VIII (Charles Laughton) se casa con su nueva dama, Juana Seymour (Wendy Barrie). Ésta muere al cabo de un año y medio, por lo que el rey fija sus miras en la princesa alemana Anne de Cleves (papel que en la película interpreta Elsa Lanchester, esposa de Laughton en la vida real). El matrimonio entre Enrique y Anne terminará en divorcio, tras el cual el monarca contraerá matrimonio de nuevo, esta vez con la hermosa y ambiciosa Lady Katherine Howard (Binnie Barnes). Su nueva esposa deja en segundo plano sus sentimientos para satisfacer su ambición, pero se enamora de Thomas Culpeper (Robert Donat), cortesano de Enrique. Su mentira y su traición acabarán causando la ruina de la pareja de enamorados, a quien su rey mandará ejecutar.",6,6_romeo_mario_julieta_corleone,"['romeo', 'mario', 'julieta', 'corleone', 'marie', 'michael', 'capitán', 'bonasera', 'montesco', 'pierre']","Maria es una joven austriaca de espíritu libre que estudia para convertirse en monja en la Abadía de Nonnberg en Salzburgo. Su entusiasmo juvenil y su falta de disciplina causan cierta preocupación. La madre abadesa envía a María a la villa del oficial naval retirado, el capitán Georg von Trapp, para que sea la institutriz de sus siete hijos —Liesl, Friedrich, Louisa, Kurt, Brigitta, Marta y Gretl—. El Capitán ha estado criando solo a sus hijos bajo una estricta disciplina militar tras la muerte de su esposa. Aunque los niños se portan mal al principio, María responde con amabilidad y paciencia, y pronto los niños llegan a confiar en ella y respetarla.",romeo - mario - julieta - corleone - marie - michael - capitán - bonasera - montesco - pierre,1.0,False
114,"Doris Walker (Maureen O'Hara) es una ejecutiva jefa de los grandes almacenes Macy's y madre de Susan (Natalie Wood), de 9 años. Poco antes del desfile del Día de acción de gracias descubre que el actor que va a personificar a Santa Claus está ebrio y decide contratar al transeúnte Kris Kringle, un indignado anciano que acaba de descubrir el estado de ebriedad del Santa de Macy's. Pronto Kringle acapara la atención de quienes asisten al desfile por su simpatía y su alegría navideña. Después del desfile es contratado por dar a la perfección el tipo de personaje, pero todo se complica cuando Kringle asegura que él es el auténtico Santa Claus. ",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,1.0,False
115,"Un vapor británico llamado SS Glencairn está en un largo viaje de regreso desde las Indias Occidentales a Baltimore y luego a Inglaterra durante la Segunda Guerra Mundial. La tripulación es heterogénea, amante de la diversión y bebedora. Entre ellos se encuentra su líder de consenso, un irlandés de mediana edad llamado Driscoll; un joven exgranjero sueco, Ole Olsen; un mayordomo rencoroso apodado Cocky; un inquietante inglés parecido a Lord Jim, Smitty; y un matón corpulento y completamente confiable, Davis. En una noche bochornosa en un puerto de las Indias Occidentales, la tripulación ha sido confinada en el barco por orden del capitán, pero Drisk ha hecho arreglos para importar un barco lleno de damas locales. La tripulación se divierte hasta que estalla una pelea de borrachos y a las damas se les ordena abandonar el barco y se les niega la compensación prometida. Al día siguiente el barco zarpa para recoger su cargamento para su viaje de regreso a Inglaterra. Cuando la tripulación descubre que la carga contiene explosivos potentes, se rebelan, pero el capitán los intimida fácilmente y el barco zarpa.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.43085762601110467,False
116,"Mary Barrett es una joven que quiere convertirse en cantante de ópera y por ello empieza a recibir clases del maestro Guilio Monteverdi. Poco a poco, y con la música de ópera de fondo, ambos se irán enamorando.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.44542579313238473,False
117,"La película inicia con la escena donde el príncipe Alberto, duque de York (Colin Firth), segundo hijo de Jorge V, tartamudea durante el discurso de clausura de la British Empire Exhibition de 1925, en el Estadio de Wembley. Si bien ya había perdido la esperanza de curarse, su esposa Isabel (Helena Bonham Carter) lo convence para que vaya a ver a Lionel Logue (Geoffrey Rush), un fonoaudiólogo australiano que vive en Londres. En su primera sesión, Logue rompe con la etiqueta real e insiste en llamar a su paciente «Bertie», un apodo utilizado solo en el círculo familiar del duque. Cuando Alberto decide que los métodos y los modales de Logue son inapropiados, el logopeda apuesta un chelín a que el duque puede recitar sin problemas el monólogo de Hamlet «Ser o no ser», mientras escucha Las bodas de Fígaro con auriculares y lo graba con un gramófono. Convencido de que su tartamudez persistía, el duque abandona el consultorio enfadado y afirmando que su condición es «desesperada»; el fonoaudiólogo le ofrece su grabación como recuerdo.",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.6718855243931225,False
118,"Año 1900, París. El bohemio Christian (Ewan McGregor) se enamora de la estrella del Moulin Rouge Satine (Nicole Kidman) y una noche, tras un malentendido, sus caminos terminan por cruzarse. Él la enamora con su poesía y ella lo hechiza con la luz que irradian sus ojos, pero todo cambiará cuando ella descubra que Christian no es el millonario duque al que está dispuesta a convencer para financiar una obra teatral. Entonces se debatirá entre el amor que siente hacia el bohemio o el interés hacia el duque (Richard Roxburgh) y poder convertirse en una gran actriz.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.06356683970907118,False
119,"Reino Unido, octubre de 1919. Desde su ingreso en Cambridge, dos corredores de distinta clase social, Harold Abrahams (Ben Cross) y Eric Liddell (Ian Charleson), se entrenan con un mismo objetivo: competir en los Juegos Olímpicos de París 1924.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.4577799835187766,False
120,"Primera parteEn vísperas del inicio de la guerra de Secesión en 1861, la joven Scarlett O'Hara vive con sus padres y dos hermanas en «Tara», la plantación de algodón de su familia en Georgia. Scarlett se entera de que Ashley Wilkes, del que está enamorada en secreto, se va a casar con su prima Melanie Hamilton y que el compromiso será anunciado al día siguiente en una barbacoa que se va a celebrar en la casa de Ashley, la cercana plantación «Los doce robles».",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.17094302692710528,False
121,"La película narra los hechos sucedidos en Norteamérica en 1957 sobre la detención del espía ruso Rudolf Abel y su enjuiciamiento, de cuya defensa se encargó al abogado James B. Donovan, y también el posterior incidente del U-2, ocurrido en 1960, en el que un avión norteamericano cayó derribado en la Unión Soviética, en plena Guerra Fría. A Donovan se le encomendó negociar el intercambio de Francis Gary Powers, el piloto del avión norteamericano derribado, por Rudolf Abel.[3]​",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.2763351122637663,False
122,"En la Segunda Edad de la Tierra Media, los señores de los Elfos, los Enanos y los Hombres reciben anillos de poder. Sin saberlo, el Señor Oscuro Sauron forja el anillo Único en el Monte del Destino, infundiendo en él una gran parte de su poder para dominar, a través de él y a distancia, los otros Anillos, para que pueda conquistar la Tierra Media. Una alianza final de hombres y elfos lucha contra las fuerzas de Sauron en Mordor, donde el príncipe Isildur de Gondor corta el dedo de Sauron, y el Anillo con él, destruyendo así su forma física. ",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.4413821022410679,False
123,"A mediados de agosto de 1939, justo antes del estallido de la Segunda Guerra Mundial, el editor del New York Morning Globe, Mr. Powers (Harry Davenport), está preocupado por la crisis en Europa, el creciente poder de Adolf Hitler y la Alemania nazi y la incapacidad de los corresponsales extranjeros célebres para obtener respuestas sobre si se producirá la guerra. Después de buscar un reportero criminal bueno y duro para un nuevo punto de vista, nombra a John Jones (Joel McCrea) como corresponsal en el extranjero, bajo el seudónimo de Huntley Haverstock.",5,5_jones_meer_nazis_judíos,"['jones', 'meer', 'nazis', 'judíos', 'nazi', 'hitler', 'alemanes', 'judío', 'alemán', 'resistencia']","Durante la Segunda Guerra Mundial Rick Blaine (Humphrey Bogart), un estadounidense cínico y amargado, expatriado por causas desconocidas, administra el local nocturno más popular de Casablanca (Marruecos), el «Café de Rick». Este es un lugar exclusivo y un antro de juego que atrae una clientela variada: gente de la Francia de Vichy, oficiales de la Alemania nazi, asilados políticos y ladrones. A pesar de que Rick asegura ser neutral en todos los campos, se revelará más tarde su participación en el tráfico ilegal de armas hacia Abisinia —que tendría como objetivo combatir la invasión italiana de 1935— y en la guerra civil española, del lado republicano.",jones - meer - nazis - judíos - nazi - hitler - alemanes - judío - alemán - resistencia,1.0,True
124,"Una noche de 1823, los sirvientes del compositor Antonio Salieri descubren que su anciano patrón ha intentado cortarse el cuello, tras confesar a gritos haber asesinado a Wolfgang Amadeus Mozart. Salieri es ingresado a un sanatorio y es visitado por un sacerdote que desea confesarlo y ofrecerle el perdón de Dios, a cuyos ojos “todos los hombres son iguales”. Al escuchar esto, Salieri confiesa que desde su infancia sintió admiración por Mozart, un niño prodigio que interpretaba para reyes, emperadores e incluso el Papa, dando conciertos en exitosas giras por toda Europa.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.42746039395942625,False
125,"El Dr. Malcolm Crowe, un psicólogo en Filadelfia, Estados Unidos, regresa a su casa una noche para reunirse con su esposa, Anna Crowe, después de haber sido homenajeado por su trabajo. Anna le reprocha a Malcolm que ella ha pasado a segundo plano por su trabajo. Los dos entonces descubren que no están solos: un joven aparece blandiendo una pistola. Dice que ya no quiere tener miedo y acusa a Malcolm de no haberlo ayudado. Malcolm lo reconoce como Vincent Grey, un expaciente a quien trataba cuando era pequeño porque sufría alucinaciones. Vincent dispara a Malcolm en el abdomen, y se suicida de un disparo en la cabeza.",2,2_policía_valjean_merrick_prisión,"['policía', 'valjean', 'merrick', 'prisión', 'cogburn', 'malcolm', 'stallworth', 'hospital', 'martin', 'hampton']","En el oeste de Texas, en junio de 1980, todo está desolado y es un país abierto. El investigador de homicidios Ed Tom Bell (Tommy Lee Jones) lamenta el aumento de la violencia en una región en la que, como su padre y su abuelo antes que él, se ha vinculado a la oficina del sheriff.",policía - valjean - merrick - prisión - cogburn - malcolm - stallworth - hospital - martin - hampton,0.4980029202471872,False
126,"Jerry (Cary Grant) y Lucy Warriner (Irene Dunne) están a punto de divorciarse y luchan por la custodia de su perro, Mr. Smith. Antes de que el divorcio se haga oficial, Jerry decide volver con Lucy, pero se entera de que ella va a casarse con un hombre que se ha hecho rico gracias al petróleo. Jerry contraataca anunciando su compromiso con la aristocrática Barbara Vance (Molly Lamont).",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,0.6454668287684884,False
127,"Tras un ensayo de una orquesta juvenil, una brillante y hermosa estudiante, Jenny, es llevada a su casa por un encantador hombre mayor, David Goldman. Los dos establecen una relación que incluye al socio de negocios de David, Danny, y a su amante, Helen. David encanta a los padres de Jenny, lo que le permite llevarla a los conciertos, clubes de jazz e, incluso, a París. ",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.1874364337353701,False
128,"En un periódico de Chicago, el director, Walter Burns, está a punto de perder a una de sus mejores reporteros, Hildy Johnson, que está a punto de casarse y de trasladarse a Nueva York. El jefe intenta retener a su reportera, y la enreda para que culmine un reportaje en el que se acaba siguiendo a un condenado a muerte, Earl Williams, que se ha escapado del propio edificio de los juzgados en el que se encontraba. Hildy no puede resistirse a llevar a cabo ese gran reportaje.",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,1.0,False
129,"Durante las guerras napoleónicas la fragata HMS Surprise, un quinta clase de 28 cañones, tiene órdenes de seguir al buque corsario francés Acheron, mucho mayor, de 44 cañones y construido más recientemente, hasta las costas de Brasil. De forma imprevista el navío francés ataca al Surprise, al que causa considerables destrozos y algunas bajas. A pesar de que sus órdenes no lo contemplan, el capitán inglés Aubrey (Russell Crowe) emprende la persecución del ""Acheron"" bordeando el Cabo de Hornos y navegando hasta las Islas Galápagos. Allí los dos buques se enfrentarán de nuevo, y Aubrey y sus hombres lograrán la victoria usando una trampa camuflando el HMS Surprise como buque ballenero inglés, para atacar por sorpresa al navío francés (técnica tomada del mimetismo observado por Aubrey, en las islas Galápagos, en los ejemplares de insectos coleccionados por el Dr. Stephen Maturín, médico de su embarcación, aficionado a la botánica y la taxonomía.",3,3_kuribayashi_capitán_kaffee_soldados,"['kuribayashi', 'capitán', 'kaffee', 'soldados', 'schofield', 'coronel', 'teniente', 'marina', 'alemán', 'soldado']","En la mañana del 6 de junio de 1944, comienzo de la invasión de Normandía, los soldados estadounidenses se preparan para desembarcar en la playa de Omaha. Nada más abrirse las puertas de sus lanchas de desembarco son recibidos por un feroz fuego de Ametralladoras MG 42 y artillería alemana, que masacra a muchos de los soldados en cuanto ponen pie en tierra. El capitán John H. Miller, al mando de la compañía Charlie del 2.º Batallón Ranger, sobrevive a la carnicería del desembarco, reúne a un grupo de soldados para intentar penetrar las defensas alemanas y abre brecha para avanzar desde la playa.",kuribayashi - capitán - kaffee - soldados - schofield - coronel - teniente - marina - alemán - soldado,1.0,False
130,"En 2010, ocho mujeres de una colonia menonita aislada en el oriente boliviano luchan por reconciliar la realidad de su fe después que se revela que los hombres de su comunidad drogaron y violaron a varias mujeres durante años.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.4172132576322315,False
